,0,1,2
480,B20212-0,SimOpt_extensive_0,1.0
481,B20215-0,SimOpt_int_0,1.0
482,B20222-0,SimOpt_extensive_2,1.0
483,B23102-0,SimOpt_int_short_0,1.0
484,B23192-0,SimOpt_int_0,1.0
485,B23239-0,SimOpt_int_9,1.0
486,B23241-0,SimOpt_extensive_long_9,1.0
487,B24063-0,SimOpt_multispecies_0,0.9999999999999999
488,B24164-0,SimOpt_ccover_0,1.0
489,B26153-0,SimOpt_extensive_long_0,1.0
490,B27096-0,SimOpt_int_short_0,0.9999999999999999
491,B27105-0,SimOpt_int_0,0.9999999999999999
492,B27105-0,SimOpt_multispecies_0,7.466856029882002e-12
493,B27144-0,SimOpt_multispecies_9,8.464303389391903e-12
494,B27144-0,SimOpt_ccover_2,1.0
495,B27226-0,SimOpt_extensive_0,1.0
496,B27241-0,SimOpt_int_9,1.0
497,B27246-0,SimOpt_extensive_2,1.0
498,B29252-0,SimOpt_extensive_9,0.9999999999999999
499,B30214-1,SimOpt_extensive_9,1.0
500,B31107-0,SimOpt_extensive_long_0,1.0
501,B31231-0,SimOpt_extensive_0,1.0
502,B32071-0,SimOpt_int_0,1.0
503,B33047-0,SimOpt_int_0,1.6154637314922803e-12
504,B33047-0,SimOpt_int_short_0,1.0
505,B33146-0,SimOpt_extensive_0,1.0
506,B33148-0,SimOpt_extensive_long_0,1.0
507,B33159-0,SimOpt_extensive_2,1.0
508,B33159-0,SimOpt_int_short_0,1.273754156348989e-12
509,B33198-1,SimOpt_extensive_0,1.0
510,B33202-0,SimOpt_extensive_0,1.0
511,B33202-0,SimOpt_extensive_2,1.4612888970576496e-12
512,B33248-0,SimOpt_extensive_long_0,0.9999999999999999
513,B36223-0,SimOpt_extensive_long_0,3.764494045443883e-12
514,B36223-0,SimOpt_int_0,1.0
515,B38231-0,SimOpt_extensive_0,1.0
516,B39137-0,SimOpt_int_short_0,4.111993962790813e-12
517,B39137-0,SimOpt_int_short_2,1.0
518,B39141-0,SimOpt_extensive_long_0,1.0
519,B39142-0,SimOpt_extensive_long_0,0.9999999999999999
520,B39144-0,SimOpt_extensive_long_0,1.0
